iter,J,E,grad_norm,x1,y1,gx1,gy1
# === run: from p0=[32.0, 6.0]  tspan=(0.0, 630.3213466161526)  α=0.5 ===
0,-1.247424779674457,1.247424779674457,NaN,32.0,6.0,NaN,NaN
