time,P_turbine_1,P_total,E_total
2273.3589901290447,0.011145341755330882,0.011145341755330882,61.048006760945135
2273.7091686549425,0.011101892162628696,0.011101892162628696,61.05190201273448
2274.05934718084,0.011058542717174841,0.011058542717174841,61.05578206694421
2274.409525706738,0.011015293436709025,0.011015293436709025,61.05964695864685
2274.7597042326356,0.01097214433798396,0.01097214433798396,61.06349672292096
2275.1098827585333,0.01092909543676051,0.01092909543676051,61.06733139485078
2275.460061284431,0.010886146747807093,0.010886146747807093,61.07115100952593
2275.8102398103288,0.010843298284897865,0.010843298284897865,61.074955602040994
2276.1604183362265,0.010800550060821718,0.010800550060821718,61.078745207495224
2276.510596862124,0.010757902087382639,0.010757902087382639,61.08251986099217
2276.860775388022,0.010715354375403118,0.010715354375403118,61.086279597639354
2277.2109539139196,0.010672906934732036,0.010672906934732036,61.0900244525479
2277.5611324398174,0.010630559774251598,0.010630559774251598,61.09375446083223
2277.911310965715,0.010588312901895859,0.010588312901895859,61.0974696576097
2278.261489491613,0.010546166324650982,0.010546166324650982,61.10117007800029
2278.6116680175105,0.01050412004857002,0.01050412004857002,61.10485575712624
2278.9618465434082,0.010462174078786513,0.010462174078786513,61.10852673011176
2279.312025069306,0.010420328419528606,0.010420328419528606,61.11218303208272
2279.6622035952037,0.010378583074130027,0.010378583074130027,61.11582469816628
2280.0123821211014,0.010336938045042321,0.010336938045042321,61.11945176349064
2280.362560646999,0.01029539333384605,0.01029539333384605,61.12306426318468
2280.712739172897,0.01025394894126152,0.01025394894126152,61.12666223237771
2281.0629176987945,0.010212604867162724,0.010212604867162724,61.13024570619913
2281.4130962246923,0.010171361110584334,0.010171361110584334,61.13381471977815
2281.76327475059,0.010130217669725447,0.010130217669725447,61.13736930824349
2282.1134532764877,0.010089174541958618,0.010089174541958618,61.14090950672311
2282.4636318023854,0.010048231723835668,0.010048231723835668,61.14443535034389
2282.813810328283,0.010007389211086765,0.010007389211086765,61.147946874231366
2283.163988854181,0.009966646998625817,0.009966646998625817,61.15144411350944
2283.5141673800786,0.00992600508054816,0.00992600508054816,61.15492710330008
2283.8643459059763,0.009885463450128704,0.009885463450128704,61.158395878723056
2284.214524431874,0.009845022099815763,0.009845022099815763,61.161850474895616
2284.5647029577717,0.0098046810212289,0.0098046810212289,61.165290926932244
2284.9148814836694,0.009764440205151579,0.009764440205151579,61.16871726994433
2285.265060009567,0.009724299641527545,0.009724299641527545,61.17212953903989
2285.615238535465,0.009684259319448468,0.009684259319448468,61.17552776932326
2285.9654170613626,0.00964431922714885,0.00964431922714885,61.178911995894836
2286.3155955872603,0.009604479351994466,0.009604479351994466,61.18228225385071
2286.665774113158,0.009564739680478114,0.009564739680478114,61.18563857828241
2287.0159526390557,0.009525100198209029,0.009525100198209029,61.18898100427658
2287.3661311649535,0.00948556088990635,0.00948556088990635,61.192309566914666
2287.716309690851,0.009446121739392719,0.009446121739392719,61.19562430127261
2288.066488216749,0.009406782729586529,0.009406782729586529,61.19892524242053
2288.4166667426466,0.009367543842499406,0.009367543842499406,61.202212425422395
2288.7668452685443,0.009328405059232051,0.009328405059232051,61.205485885335726
2289.117023794442,0.00928936635997269,0.00928936635997269,61.20874565721127
2289.4672023203398,0.009250427723997381,0.009250427723997381,61.21199177609265
2289.8173808462375,0.009211589129669778,0.009211589129669778,61.21522427701611
2290.167559372135,0.009172850554446003,0.009172850554446003,61.21844319501013
2290.517737898033,0.009134211974877125,0.009134211974877125,61.22164856509515
2290.8679164239306,0.009095673366614342,0.009095673366614342,61.224840422283236
2291.2180949498284,0.009057234704421144,0.009057234704421144,61.228018801577775
2291.568273475726,0.009018895962179474,0.009018895962179474,61.231183737973154
2291.918452001624,0.008980657112896594,0.008980657112896594,61.23433526645448
2292.2686305275215,0.008942518128717436,0.008942518128717436,61.23747342199724
2292.618809053419,0.008904478980936888,0.008904478980936888,61.240598239567014
